"site","T","Y","X","treat","ID","TAG","fallStatus","fallc1","fallc2","fallch","fallstem","fallnotes","earlySpringStatus","Spring1.Notes","date","status","c1","c2","ch","stem_d1","canopy","notes","herbivory"
"C","3","83","0","","972","733","1","2","2","7","2","41775","1","","41780","1","5","4","8","2.6","","",""
"J","4","93","0","","914","737","1","2","2","3","1.4","41774","1","tag typo","41781","1","5","4","6","3.5","","",""
"L","5","54","0","","946","744","1","1","1","3","1.1","41775","0","dry gray","41780","0","","","","","","tag change typo",""
"H","3","33","0","","922","754","1","4","4","6","0.9","41774","0","dry gray","41781","3","","","","","","",""
"H","3","61","1","","927","756","1","2","2","5","0.9","41774","1","","41781","1","3","3","6","2.3","","",""
"J","4","41","0","","903","757","1","2","3","3","1.5","41774","1","","41781","1","4","4","4","3.6","","",""
"L","5","63","0","","948","759","1","3","2","5","1.9","41775","1","","41780","1","4","2","5","2.6","","",""
"C","3","13","0","","958","766","1","3","1","8","2.1","41775","1","","41780","1","4","2","7","2.4","","",""
"J","4","1","0","","895","767","1","2","2","4","2","41774","1","","41781","1","3","3","5","2.4","","",""
"M","4","91","0","","873","792","1","1","1","5","0.5","41774","1","","41782","1","2","1","3","1.4","","",""
"C","3","43","0","","964","794","1","3","4","6","3.1","41775","1","","41780","1","6","4","4","3.4","","",""
"L","5","91","0","","953","795","1","2","1","6","2.1","41775","1","","41780","1","4","3","5","2.6","","",""
"L","5","1","0","","935","797","1","1","2","10","3.1","41775","1","","41780","1","5","3","10","4.3","","",""
"G","3","83","0","","892","798","1","2","1","4","0.7","41774","1","","41781","1","4","3","4","1.5","","",""
"H","3","81","3","","931","800","1","1","1","5","0.7","41774","1","","41781","1","5","2","6","2.4","","",""
"J","4","71","0","","909","809","1","2","3","6","1.5","41774","0","browsed","41781","0","","","","","","left tag",""
"M","4","61","0","","867","810","1","4","2","3","1.8","41774","3","fresh browse","41782","3","","","","","","left tag",""
"C","3","21","0","","959","812","1","2","2","4","2.3","41775","1","resprouting","41780","1","3","1","4","2.5","","",""
"M","4","51","0","","865","813","1","3","2","4","0.7","41774","1","","41782","1","2","2","3","1.1","","",""
"I","4","33","0","","982","815","1","3","2","7","2.5","","1","","41779","1","4","4","8","2.9","","",""
"L","5","71","0","","949","817","1","1","1","5","1.4","41775","1","","41780","1","3","3","5","1.8","","",""
"J","4","81","0","","911","818","1","1","1","3","0.7","41774","0","dry gray","41781","0","","","","","","seedling coming up next to dead plant, left tag",""
"G","3","41","0","","883","819","1","2","1","3","1","41774","0","dry","41781","3","","","","","","",""
"H","3","51","0","","925","824","1","2","2","4","2","41774","1","","41781","1","3","3","6","2.2","","",""
"L","5","73","0","","950","825","1","2","1","4","1.4","41775","1","","41780","1","3","3","5","2.2","","",""
"A","3","31","0","","1001","826","1","1","3","5","2.6","","1","","41779","1","4","2","5","3","","",""
"C","3","61","0","","967","828","1","3","3","5","2.2","41775","1","removal nearby","41780","1","4","3","4","2.4","","",""
"M","4","31","0","","861","830","1","3","2","5","1.7","41774","1","","41782","1","4","3","4","2","","",""
"L","5","61","0","","947","831","1","1","1","6","1.1","41775","1","","41780","1","2","2","7","2.2","","",""
"A","3","81","0","","1011","834","1","1","2","5","1.7","","1","","41779","1","3","4","5","2.4","","",""
"A","3","83","0","","1012","836","1","2","1","3","1.5","","0","dry","41779","0","","","","","","",""
"A","3","21","0","","999","837","1","3","2","5","2","","1","","41779","1","3","4","4","2.3","","",""
"A","3","91","0","","1013","838","1","3","2","5","1.3","","0","dry","41779","0","","","","","","",""
"A","3","93","0","","1014","839","1","4","2","6","1.7","","1","dry","41779","1","4","2","5","2.1","","",""
"B","1","1","0","","1015","842","1","3","3","5","2.1","41772","1","","41778","1","4","5","6","2.4","","",""
"B","1","3","0","","1016","843","1","2","2","4","1.9","41772","1","","41778","1","4","4","5","2.4","","",""
"B","1","11","0","","1017","844","1","3","2","3","2.2","41772","1","","41778","1","3","3","4","2.5","","",""
"B","1","13","0","","1018","845","1","3","2","4","2.1","41772","1","","41778","1","4","4","7","2.7","","",""
"B","1","21","0","","1019","846","1","3","3","4","2.8","41772","1","","41778","1","6","4","5","2","","",""
"B","1","23","0","","1020","847","1","2","2","3","1","41772","1","","41778","3","","","","","","sheep ripped off tag and browsed leaves","1"
"B","1","31","0","","1021","848","1","3","2","5","1.8","41772","1","","41778","1","3","3","9","3","","",""
"B","1","33","0","","1022","849","1","2","3","5","1.3","41772","1","","41778","1","3","4","5","2.1","","",""
"B","1","41","0","","1023","850","1","1","1","4","1","41772","3","","41778","3","","","","","","no lvs. ",""
"B","1","43","0","","1024","851","1","2","2","5","2.1","41772","1","","41778","1","3","3","6","2.4","","",""
"B","1","53","0","","1025","852","1","3","2","6","2.6","41772","1","","41778","1","5","5","6","2.2","","multiple stems; y x change",""
"B","1","54","0","","1026","853","1","2","2","4","2.5","41772","3","dry gray","41778","3","","","","","","y, x change",""
"B","1","61","0","","1027","854","1","2","1","3","0.7","41772","1","","41778","1","2","3","4","1.8","","",""
"B","1","63","0","","1028","855","1","4","3","6","2","41772","1","","41778","1","5","2","8","2.3","","",""
"B","1","71","0","","1029","856","1","2","1","5","1","41772","1","","41778","1","3","3","6","1.7","","",""
"B","1","73","0","","1030","857","1","2","2","5","1.8","41772","1","","41778","1","3","4","6","2.1","","",""
"B","1","81","0","","1031","858","1","3","2","5","1.4","41772","0","dark crispy dry no lvs","41778","0","","","","","","",""
"B","1","83","0","","1032","859","1","2","2","3","1","41772","1","","41778","1","4","3","4","2","","",""
"B","1","91","0","","1033","860","1","3","2","5","1.8","41772","1","","41778","1","5","4","5","3.1","","",""
"B","1","93","0","","1034","861","1","2","1","3","1.6","41772","1","","41778","1","3","3","4","2.1","","",""
"K","3","1","0","","1035","862","1","2","2","8","1.8","41773","0","dry gray","41779","0","","","","","","",""
"K","3","3","0","","1036","863","1","4","3","6","2.5","41773","1","","41779","1","5","4","5","3","","",""
"K","3","11","0","","1037","864","1","1","3","9","0.9","41773","1","","41779","1","3","3","4","2.2","","",""
"K","3","13","0","","1038","865","1","3","2","5","1.9","41773","1","","41779","1","2","2","4","2","","",""
"K","3","21","0","","1039","866","1","2","2","5","2.5","41773","0","dry gray","41779","3","","","","","","dry gray ",""
"K","3","23","0","","1040","867","1","2","3","5","1.9","41773","1","","41779","1","4","4","6","3.1","","",""
"K","3","31","0","","1041","868","1","3","2","4","2","41773","1","","41779","1","3","3","7","1.8","","",""
"K","3","33","0","","1042","871","1","2","4","1","1.5","41773","1","","41779","1","4","3","4","2.2","","",""
"K","3","41","0","","1043","872","1","3","2","4","2.9","41773","1","","41779","1","5","3","6","3.7","","",""
"K","3","43","0","","1044","873","1","2","4","1","1","41773","1","","41779","1","4","3","5","1.9","","",""
"K","3","53","0","","1045","874","1","2","1","3","0.7","41773","1","","41779","1","2","2","6","1.7","","",""
"K","3","54","0","","1046","875","1","3","3","5","2.9","41773","1","","41779","1","5","4","5","3","","",""
"K","3","61","0","","1047","876","1","3","4","4","2.1","41773","1","","41779","1","5","4","6","2.6","","",""
"K","3","63","0","","1048","877","1","1","2","4","1.6","41773","1","","41779","1","2","2","5","2","","",""
"K","3","71","0","","1049","878","1","1","2","4","1","41773","0","dry gray","41779","3","","","","","","probably dead",""
"K","3","73","0","","1050","879","1","4","2","5","1.7","41773","1","","41779","1","6","5","6","3.8","","",""
"K","3","81","0","","1051","880","1","2","1","4","1.5","41773","0","dry gray","41779","3","","","","","","probably dead",""
"K","3","83","0","","1052","881","1","3","4","6","2","41773","1","","41779","1","4","4","6","2.9","","",""
"K","3","91","0","","1053","882","1","4","1","3","3.2","41773","1","","41779","1","5","2","4","2.7","","looks unhealthy ",""
"K","3","93","0","","1054","883","1","1","2","2","1.5","41773","1","healthy! ","41779","1","5","4","4","3","","",""
