"Position","NA.","NA..1","NA..2","NA..3","NA..4","NA..5","Fall.2013","NA..6","NA..7","NA..8","NA..9","NA..10","Spring1","NA..11","Spring2","NA..12","NA..13","NA..14","NA..15","NA..16","NA..17","NA..18","NA..19"
"I","1","87.3","2",NA,"1058","656",NA,NA,NA,NA,NA,NA,NA,NA,"41779","1","3","3","4","1.8",NA,NA,NA
"B","2","7.9","0.5",NA,"1059","663",NA,NA,NA,NA,NA,NA,NA,NA,"41779","1","5","5","5","2.4",NA,NA,NA
"B","2","19.8","-0.1",NA,"1060","500",NA,NA,NA,NA,NA,NA,NA,NA,"41779","1","2","2","4","1.5",NA,NA,NA
"B","2","75.3","2",NA,"1061","671",NA,NA,NA,NA,NA,NA,NA,NA,"41779","1","5","4","8","2.5",NA,NA,NA
"C","1","45.5","0.6",NA,"1062","496",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","3","3","7","3.1",NA,NA,NA
"C","1","58.2","1",NA,"1063","829",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","4","2","9","1.7",NA,NA,NA
"C","1","60.6","1",NA,"1064","659",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","5","4","6","2.2",NA,"has a gall",NA
"C","1","61.9","1.2",NA,"1065","827",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","6","4","10","3.3",NA,NA,NA
"C","1","33.1","-5",NA,"1066","650",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","4","2","6","2.8",NA,NA,NA
"C","1","78.4","-1",NA,"1067","838",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","6","4","7","3.3",NA,NA,NA
"C","1","87.5","2",NA,"1068","629",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","4","2","7","2",NA,NA,NA
"C","4","82","1.5",NA,"1069","511",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","47","30","39","27.4","9","replaces dead class 2's on T2",NA
"C","4","38.2","0.2",NA,"1070","821",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","49","25","41","31.6","11","replaces dead class 2's on T2",NA
"C","4","27.2","-0.3",NA,"1071","510",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","24","14","36","4.7","2","replaces dead class 2's on T2",NA
"C","4","12","-0.2",NA,"1072","668",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","65","32","39","32.9","13","replaces dead class 2's on T2",NA
"L","3","0.9","-0.3",NA,"1073","20",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","2","2","6","1.6",NA,NA,NA
"L","3","4.9","2.5",NA,"1074","23",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","4","2","6","2.6",NA,NA,NA
"L","3","20.6","0.4",NA,"1075","836",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","3","2","4","1.7",NA,NA,NA
"L","3","29.6","0.2",NA,"1076","606",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","3","2","6","2",NA,NA,NA
"L","3","60.7","-0.8",NA,"1077","6",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","3","2","6","2",NA,NA,NA
"L","3","53.2","1",NA,"1078","10",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","3","2","6","1.8",NA,NA,NA
"L","3","30.9","3",NA,"1079","14",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","4","3","7","2.6",NA,NA,NA
"H","1","7.1","-5",NA,"1080","655",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","3","4","6","2.4",NA,NA,NA
"H","1","13.2","-3",NA,"1081","475",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","5","5","9","3.1",NA,NA,NA
"H","1","21.2","0.1",NA,"1082","773",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","3","2","5","2.1",NA,NA,NA
"H","1","53.3","1.5",NA,"1083","790",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","4","3","7","2.5",NA,NA,NA
"H","1","53.8","0.1",NA,"1084","505",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","4","2","5","2.3",NA,NA,NA
"H","1","61.9","2",NA,"1085","720",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","4","4","10","3",NA,NA,NA
"H","1","49.1","-4.6",NA,"1086","774",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","3","3","5","2.2",NA,NA,NA
"H","5","54.4","-0.8",NA,"1088","858",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","45","29","41","61.6","5","broken branch on east side",NA
"H","5","53","-0.4",NA,"1089","478",NA,NA,NA,NA,NA,NA,NA,NA,"41780","1","44","12","40","25.1","3","underneath large ATV",NA
"G","4","59.8","-0.2",NA,"1090","734",NA,NA,NA,NA,NA,NA,NA,NA,"41781","1","4","3","4","1.8",NA,NA,NA
"G","4","18.8","-0.3",NA,"1091","750",NA,NA,NA,NA,NA,NA,NA,NA,"41781","1","4","4","7","2.4",NA,NA,NA
"G","4","18.5","-0.5",NA,"1092","740",NA,NA,NA,NA,NA,NA,NA,NA,"41781","1","3","2","6","2.4",NA,NA,NA
"G","4","3.9","-1.5",NA,"1093","545",NA,NA,NA,NA,NA,NA,NA,NA,"41781","1","3","2","7","1.4",NA,NA,NA
"J","2","2.4","-2",NA,"1094","585",NA,NA,NA,NA,NA,NA,NA,NA,"41781","1","5","4","8","2.7",NA,NA,NA
"J","2","3.4","1",NA,"1095","669",NA,NA,NA,NA,NA,NA,NA,NA,"41781","1","2","2","8","1.5",NA,"probably the same plant as #261 which was lost in the fall",NA
"J","2","12.9","-0.8",NA,"1096","597",NA,NA,NA,NA,NA,NA,NA,NA,"41781","1","3","2","3","1.9",NA,"in rock crack, seedling tag held with rock, other seedling nearby",NA
"J","2","15.8","-2.5",NA,"1097","802",NA,NA,NA,NA,NA,NA,NA,NA,"41781","1","5","5","10","3.1",NA,NA,NA
"J","2","33.2","3.8",NA,"1098","770",NA,NA,NA,NA,NA,NA,NA,NA,"41781","1","2","1","3","1.4",NA,NA,NA
"J","2","43.2","-5",NA,"1099","808",NA,NA,NA,NA,NA,NA,NA,NA,"41781","1","5","3","7","2.6",NA,NA,NA
"J","2","69.8","3",NA,"1100","652",NA,NA,NA,NA,NA,NA,NA,NA,"41781","1","3","2","4","2",NA,NA,NA
"J","2","89.5","-0.4",NA,"1101","276",NA,NA,NA,NA,NA,NA,NA,NA,"41781","1","5","3","9","3.3",NA,"has a gall",NA
"J","3","62.9","-0.9",NA,"1102","764",NA,NA,NA,NA,NA,NA,NA,NA,"41781","1","31","19","41","19","2",NA,NA
"M","2","47.8","-0.5",NA,"1103","411",NA,NA,NA,NA,NA,NA,NA,NA,"41782","1","1","1","1",NA,NA,"this is a new seedling coming up where old plant #411 was ",NA
"M","2","0.8","-7.2",NA,"1104","735",NA,NA,NA,NA,NA,NA,NA,NA,"41782","1","3","2","4","2",NA,NA,NA
"M","2","16.1","1.9",NA,"1105","862",NA,NA,NA,NA,NA,NA,NA,NA,"41782","1","3","2","8","2.7",NA,NA,NA
"M","2","15.5","6.8",NA,"1106","414",NA,NA,NA,NA,NA,NA,NA,NA,"41782","1","5","4","8","2.9",NA,NA,NA
"M","2","21.7","2.8",NA,"1107","695",NA,NA,NA,NA,NA,NA,NA,NA,"41782","1","1","1","6","1",NA,NA,NA
"M","2","45.8","-2.6",NA,"1108","404",NA,NA,NA,NA,NA,NA,NA,NA,"41782","1","4","2","5","2",NA,NA,NA
"M","2","92.1","-6",NA,"1109","361",NA,NA,NA,NA,NA,NA,NA,NA,"41782","1","2","2","7","2.2",NA,NA,NA
"M","3","87","-0.2",NA,"1110","611",NA,NA,NA,NA,NA,NA,NA,NA,"41782","1","25","19","41","16.4","3",NA,NA
"H","6","12.4","0.2",NA,"1111","916",NA,NA,NA,NA,NA,NA,NA,NA,"41791","1","4","3","8","2",NA,"added to replace dead ATPs ",NA
"H","6","24.9","16.5",NA,"1112","917",NA,NA,NA,NA,NA,NA,NA,NA,"41791","1","1","1","2","1.1",NA,"added to replace dead ATPs ",NA
"H","6","31.7","4.5",NA,"1113","918",NA,NA,NA,NA,NA,NA,NA,NA,"41791","1","4","2","11","2.5",NA,"added to replace dead ATPs ",NA
"H","6","55.8","9.3",NA,"1114","919",NA,NA,NA,NA,NA,NA,NA,NA,"41791","1","4","4","7","2.2",NA,"added to replace dead ATPs ",NA
"H","6","105","14.5",NA,"1115","920",NA,NA,NA,NA,NA,NA,NA,NA,"41791","1","4","3","8","2.8",NA,"added to replace dead ATPs ",NA
"H","6","103","14.5",NA,"1116","921",NA,NA,NA,NA,NA,NA,NA,NA,"41791","1","2","5","6","1.8",NA,"added to replace dead ATPs ",NA
"H","5","91","3.5",NA,"1117","249",NA,NA,NA,NA,NA,NA,NA,NA,"41791","1","5","4","7","2.5",NA,"added to replace dead ATPs ",NA
"J","4","13","0",NA,"898","115","1","1","2","3","0.9","41774","1","wilted","41781","3",NA,NA,NA,NA,NA,"left tag",NA
"H","3","3","0",NA,"916","117","1","3","2","4","1.2","41774","1",NA,"41781","1","3","3","4","1.6",NA,NA,NA
"M","4","3","0",NA,"856","234","1","4","3","4","1.5","41774","1","browsed","41782","3",NA,NA,NA,NA,NA,NA,NA
"G","3","11","0",NA,"877","236","1","3","1","6","1.2","41774","1",NA,"41781","1","4","4","6","2.2",NA,NA,NA
"M","4","33","0",NA,"862","243","1","3","1","5","1.2","41774","1","browsed","41782","1","1","2","4","1.4",NA,NA,NA
"J","4","11","0",NA,"897","245","1","2","1","5","1.2","41774","1",NA,"41781","1","3","2","6","1.4",NA,NA,NA
"M","4","41","0",NA,"863","261","1","5","2","8","2.4","41774","1",NA,"41782","1","5","2","9","3",NA,NA,NA
"H","3","21","0",NA,"919","280","1","3","3","7","2.4","41774","0","dry gray","41781","0",NA,NA,NA,NA,NA,"left tag",NA
"H","3","54","0",NA,"926","290","1","5","4","7","3.5","41774","1",NA,"41781","1","6","5","7","3.8",NA,NA,NA
"C","3","3","0",NA,"956","292","1","4","2","6","1.7","41775","1",NA,"41780","1","5","3","5","2.8",NA,NA,NA
"M","4","21","0",NA,"859","351","1","5","3","4","2","41774","1","browsed","41782","1","2","1","2","2.1",NA,NA,NA
"M","4","13","0",NA,"858","353","1","5","4","6","2","41774","1",NA,"41782","1","5","4","6","2.9",NA,NA,NA
"M","4","43","0",NA,"864","364","1","6","3","6","2.8","41774","1",NA,"41782","1","5","4","6","3.2",NA,NA,NA
"L","5","13","0",NA,"938","408","1","3","3","5","2.6","41775","1",NA,"41780","1","3","4","4","2.7",NA,NA,NA
"C","3","11","0",NA,"957","430","1","2","5","5","2.5","41775","1","under shrub","41780","1","5","4","6","3.5",NA,NA,NA
"G","3","63","0",NA,"888","434","1","4","2","6","2","41774","1",NA,"41781","1","4","4","5","2.7",NA,NA,NA
"G","3","81","0",NA,"891","450","1","4","3","9","2.4","41774","1",NA,"41781","1","4","5","6","2.7",NA,NA,NA
"L","5","51","0",NA,"945","451","1","1","1","2","1","41775","1",NA,"41780","1","1","1","2","1.2",NA,NA,NA
"M","4","71","0",NA,"869","452","1","1","3","6","1.6","41774","1",NA,"41782","1","4","3","6","2.3",NA,NA,NA
"M","4","63","0",NA,"868","453","1","2","1","3","1.3","41774","0","browse","41782","0",NA,NA,NA,NA,NA,"left tag",NA
"G","3","91","0",NA,"893","454","1","4","2","6","1.7","41774","1",NA,"41781","1","5","4","5","3.2",NA,"lots of galls",NA
"C","3","93","0",NA,"974","455","1","3","4","6","2.4","41775","1",NA,"41780","1","5","6","6","3.3",NA,NA,NA
"C","3","91","0",NA,"973","457","1","5","1","6","2.6","41775","1",NA,"41780","1","6","3","6","3.4",NA,NA,NA
"J","4","3","0",NA,"896","458","1","3","3","6","2","41774","1",NA,"41781","1","5","4","6","2.8",NA,NA,NA
"H","3","91","4",NA,"933","459","1","3","1","5","1.4","41774","1",NA,"41781","1","4","2","4","2.3",NA,NA,NA
"I","4","63","0",NA,"988","461","1","3","4","7","2.6",NA,"1",NA,"41779","1","6","4","7","2.8",NA,NA,NA
"C","3","53","0",NA,"965","462","1","3","2","6","1.5","41775","1",NA,"41780","1","4","3","6","1.5",NA,NA,NA
"J","4","83","0",NA,"912","464","1","2","2","6","2","41774","1",NA,"41781","1","3","3","6","2.7",NA,NA,NA
"H","3","63","1",NA,"928","465","1","4","3","6","2.5","41774","0","dry no lvs","41781","3",NA,NA,NA,NA,NA,"might have been browsed","1"
"A","3","61","0",NA,"1007","468","1","5","2","5","2.6",NA,"1",NA,"41779","1","3","2","6","2.7",NA,NA,NA
"J","4","43","0",NA,"904","469","1","3","1","5","1.8","41774","1","browsed ","41781","3",NA,NA,NA,NA,NA,"left tag",NA
"A","3","71","0",NA,"1009","470","1","3","3","6","2.2",NA,"1",NA,"41779","1","4","3","7","2.4",NA,NA,NA
"H","3","43","0",NA,"924","471","1","5","4","9","3.5","41774","0","dry gray","41781","3",NA,NA,NA,NA,NA,NA,NA
"C","3","23","0",NA,"960","472","1","3","1","5","2.2","41775","0","dry gray","41780","3",NA,NA,NA,NA,NA,"dry gray",NA
"H","3","13","0",NA,"918","473","1","1","2","3","0.7","41774","0","dry gray","41781","0",NA,NA,NA,NA,NA,"left tag",NA
"H","3","73","2",NA,"930","474","1","3","2","5","1.2","41774","1",NA,"41781","1","5","3","6","3.1",NA,NA,NA
"L","5","33","0",NA,"942","475","1","2","1","6","2.1","41775","0","dry gray","41780","0",NA,NA,NA,NA,NA,NA,NA
"J","4","61","0",NA,"907","477","1","1","1","4","0.6","41774","1",NA,"41781","1","2","2","4","1.5",NA,NA,NA
"L","5","3","0",NA,"936","478","1","1","1","6","1.5","41775","0","dry gray","41780","0",NA,NA,NA,NA,NA,NA,NA
"A","3","23","0",NA,"1000","480","1","2","1","3","1.8",NA,"1",NA,"41779","1","3","2","4","1.7",NA,NA,NA
"H","3","93","4",NA,"934","481","1","2","1","6","1.5","41774","1",NA,"41781","1","4","3","7","2.1",NA,NA,NA
"A","3","1","0",NA,"995","483","1","3","2","5","1.7",NA,"1",NA,"41779","1","4","3","6","2.1",NA,NA,NA
"I","4","93","0",NA,"994","484","1","1","2","4","1.3",NA,"1",NA,"41779","1","4","4","5","2.4",NA,NA,NA
"C","3","71","0",NA,"969","485","1","1","2","4","1.2","41775","1",NA,"41780","1","3","2","5","1.6",NA,NA,NA
"G","3","61","0",NA,"887","486","1","3","3","5","2.7","41774","1",NA,"41781","1","5","4","6","3.6",NA,NA,NA
"H","3","1","0",NA,"915","488","1","4","2","7","2.7","41774","1",NA,"41781","1","5","3","5","3.2",NA,NA,NA
"I","4","91","0",NA,"993","489","1","4","2","5","1.9",NA,"1",NA,"41779","1","5","4","6","2",NA,NA,NA
"J","4","73","0",NA,"910","493","1","2","3","4","2.4","41774","1",NA,"41781","1","4","4","4","3.3",NA,NA,NA
"H","3","11","0",NA,"917","494","1","1","2","4","1","41774","0","dry gray","41781","1","3","2","2","1.5",NA,"resprouting from base",NA
"J","4","63","0",NA,"908","495","1","3","2","5","1","41774","1",NA,"41781","1","5","3","4","2.5",NA,NA,NA
"I","4","23","0",NA,"980","498","1","3","2","3","2.3",NA,"1",NA,"41779","1","3","3","4","3.1",NA,NA,NA
"J","4","53","0",NA,"906","499","1","2","1","3","1.6","41774","1",NA,"41781","1","3","2","4","2.2",NA,NA,NA
"A","3","43","0",NA,"1004","501","1","1","3","5","1.8",NA,"1",NA,"41779","1","4","3","6","2.4",NA,NA,NA
"H","3","23","0",NA,"920","502","1","3","5","7","2.5","41774","1",NA,"41781","1","6","4","8","3.4",NA,NA,NA
"I","4","61","0",NA,"987","504","1","4","2","6","2.3",NA,"1",NA,"41779","1","5","3","7","2.8",NA,NA,NA
"A","3","3","0",NA,"996","506","1","3","2","4","2",NA,"1",NA,"41779","1","5","4","4","3",NA,NA,NA
"C","3","81","0",NA,"971","507","1","2","2","5","1.4","41775","1",NA,"41780","1","4","3","5","2.3",NA,NA,NA
"C","3","54","0",NA,"966","518","1","3","2","8","2.4","41775","1","removal nearby","41780","1","4","5","7","3.2",NA,NA,NA
"I","4","73","0",NA,"990","523","1","1","1","3","1",NA,"1",NA,"41779","1","3","2","3","1.5",NA,NA,NA
"A","3","73","0",NA,"1010","526","1","3","2","4","1.4",NA,"1","dry","41779","1","5","3","5","2.4",NA,NA,NA
"C","3","1","0",NA,"955","531","1","2","2","5","1.6","41775","1",NA,"41780","1","3","2","5","1.7",NA,NA,NA
"G","3","43","0",NA,"884","535","1","1","2","4","0.9","41774","1",NA,"41781","1","3","3","4","1.9",NA,NA,NA
"L","5","23","0",NA,"940","537","1","2","3","6","2.1","41775","0","dry gray","41780","3",NA,NA,NA,NA,NA,NA,NA
"G","3","73","0",NA,"890","541","1","3","2","4","1","41774","1",NA,"41781","1","4","3","4","2.4",NA,NA,NA
"I","4","81","0",NA,"991","544","1","1","1","2","0.7",NA,"1","dead on top","41779","1","1","1","2","1.9",NA,NA,NA
"H","3","70","2",NA,"929","547","1","2","4","4","1.7","41774","1","browsed resprouting","41781","1","2","2","4","2.1",NA,NA,NA
"M","4","11","0",NA,"857","551","1","1","1","3","0.5","41774","1",NA,"41782","1","2","2","4","1",NA,NA,NA
"G","3","13","0",NA,"878","552","1","2","1","5","0.7","41774","0",NA,"41781","3",NA,NA,NA,NA,NA,NA,NA
"I","4","1","0",NA,"975","555","1","2","1","3","2","41773","0","completely dug-up ","41779","0",NA,NA,NA,NA,NA,NA,NA
"G","3","33","0",NA,"882","559","1","5","4","5","2","41774","1","half dry","41781","1","4","4","5","3.1",NA,NA,NA
"A","3","33","0",NA,"1002","565","1","1","1","3","1.1",NA,"0","dry","41779","3",NA,NA,NA,NA,NA,NA,NA
"I","4","83","0",NA,"992","566","1","4","2","6","2.5",NA,"1",NA,"41779","1","5","4","6","3.2",NA,NA,NA
"G","3","93","0",NA,"894","568","1","2","2","4","1","41774","1",NA,"41781","1","3","3","4","1.7",NA,NA,NA
"L","5","11","0",NA,"937","570","1","2","2","6","2","41775","1",NA,"41780","1","4","3","6","2.6",NA,NA,NA
"L","5","93","0",NA,"954","571","1","3","1","7","1.5","41775","1",NA,"41780","1","4","3","6","2.2",NA,NA,NA
"I","4","21","0",NA,"979","572","1","3","2","5","2.4",NA,"1",NA,"41779","1","5","4","5","4.3",NA,NA,NA
"J","4","23","0",NA,"900","575","1","2","1","4","1.5","41774","0","dry gray","41781","0",NA,NA,NA,NA,NA,"left tag",NA
"I","4","43","0",NA,"984","576","1","3","1","5","1.5",NA,"1",NA,"41779","1","4","1","4","2",NA,NA,NA
"L","5","83","0",NA,"952","594","1","3","5","6","2.2","41775","1",NA,"41780","1","6","3","6","3.1",NA,NA,NA
"A","3","51","0",NA,"1005","595","1","5","2","5","2.4",NA,"1",NA,"41779","1","6","2","6","3.4",NA,NA,NA
"G","3","31","0",NA,"881","599","1","3","3","4","1.4","41774","1",NA,"41781","1","4","4","7","2.1",NA,NA,NA
"H","3","83","3",NA,"932","602","1","4","3","9","4","41774","1",NA,"41781","1","2","2","10","3.6",NA,NA,NA
"H","3","41","0",NA,"923","613","1","5","4","6","2","41774","1",NA,"41781","1","3","3","6","2.7",NA,NA,NA
"I","4","41","0",NA,"983","615","1","3","1","5","1.5",NA,"1",NA,"41779","1","5","4","7","2.5",NA,NA,NA
"I","4","51","0",NA,"985","616","1","2","1","4","1.9",NA,"1",NA,"41779","1","3","3","5","2.2",NA,"y change",NA
"A","3","41","0",NA,"1003","617","1","2","1","3","2.1",NA,"1",NA,"41779","1","4","4","4","3",NA,NA,NA
"C","3","31","0",NA,"961","619","1","4","2","5","2.6","41775","1",NA,"41780","1","5","3","6","2.7",NA,NA,NA
"J","4","21","0",NA,"899","620","1","2","1","4","1.5","41774","1",NA,"41781","1","3","2","5","1.9",NA,NA,NA
"A","3","63","0",NA,"1008","621","1","4","2","5","2.4",NA,"1",NA,"41779","1","6","4","6","2.7",NA,NA,NA
"I","4","71","0",NA,"989","622","1","3","2","6","1.5",NA,"1",NA,"41779","1","6","4","9","2.3",NA,NA,NA
"G","3","23","0",NA,"880","623","1","3","4","6","1.6","41774","1",NA,"41781","1","4","4","7","2.6",NA,NA,NA
"A","3","13","0",NA,"998","625","1","3","2","4","2.4",NA,"1",NA,"41779","1","4","3","4","2.5",NA,NA,NA
"I","4","31","0",NA,"981","626","1","3","1","5","1.9",NA,"1",NA,"41779","1","4","2","5","2",NA,NA,NA
"G","3","71","0",NA,"889","627","1","1","1","5","1.1","41774","1",NA,"41781","1","3","2","6","2.4",NA,NA,NA
"G","3","51","0",NA,"885","630","1","2","3","5","1.3","41774","1",NA,"41781","1","5","3","6","2.7",NA,NA,NA
"G","3","3","0",NA,"876","632","1","3","1","3","1.7","41774","1",NA,"41781","1","4","2","4","1.9",NA,NA,NA
"L","5","21","0",NA,"939","640","1","1","1","3","1.1","41775","0","no lvs","41780","0",NA,NA,NA,NA,NA,NA,NA
"L","5","81","0",NA,"951","641","1","3","2","5","2","41775","1",NA,"41780","1","3","3","5","3",NA,NA,NA
"J","4","91","0",NA,"913","645","1","3","3","6","3.1","41774","1","tag typo ","41781","1","2","2","2","1.6",NA,NA,NA
"I","4","3","0",NA,"976","650","1","1","2","2","1.2",NA,"0","browsed","41779","0",NA,NA,NA,NA,NA,NA,NA
"L","5","43","0",NA,"944","651","1","1","2","4","1.4","41775","1",NA,"41780","1","3","2","4","2.1",NA,NA,NA
"G","3","53","0",NA,"886","657","1","4","4","5","2.5","41774","1",NA,"41781","1","5","5","5","3.5",NA,NA,NA
"I","4","53","0",NA,"986","658","1","3","3","7","2.5",NA,"1",NA,"41779","1","4","4","6","3",NA,"y change",NA
"A","3","11","0",NA,"997","660","1","4","3","5","2.4",NA,"1",NA,"41779","1","3","3","4","2.5",NA,NA,NA
"L","5","31","0",NA,"941","662","1","1","1","6","1.2","41775","1",NA,"41780","1","1","1","5","1.5",NA,NA,NA
"C","3","33","0",NA,"962","666","1","1","2","4","1.9","41775","1",NA,"41780","1","4","3","4","1.9",NA,NA,NA
"J","4","51","0",NA,"905","674","1","2","2","6","1.3","41774","1","browsed resprouting","41781","1","4","2","1","4.1",NA,NA,NA
"G","3","21","0",NA,"879","677","1","3","4","6","1.7","41774","1",NA,"41781","1","5","3","6","2.8",NA,NA,NA
"L","5","41","0",NA,"943","679","1","1","2","5","1.5","41775","1","top dead resprouting ","41780","1","2","2","3","1.9",NA,NA,NA
"C","3","63","0",NA,"968","680","1","4","3","6","2.1","41775","1",NA,"41780","1","5","4","6","2.8",NA,NA,NA
"M","4","73","0",NA,"870","681","1","1","2","3","1.3","41774","1",NA,"41782","1","4","3","3","2",NA,NA,NA
"J","4","31","0",NA,"901","683","1","1","1","3","1.1","41774","1","browsed resprouting","41781","1","2","1","2","1.6",NA,NA,NA
"M","4","83","0",NA,"872","688","1","4","2","6","1.5","41774","1",NA,"41782","3",NA,NA,NA,NA,NA,"browsed","1"
"J","4","33","0",NA,"902","689","1","1","2","4","1.6","41774","1",NA,"41781","1","3","2","4","1.9",NA,NA,NA
"M","4","93","0",NA,"874","690","1","1","3","5","0.5","41774","0",NA,"41782","0",NA,NA,NA,NA,NA,"browsed, left tag","1"
"G","3","1","0",NA,"875","693","1","4","3","5","1.4","41774","1",NA,"41781","1","6","4","5","2.6",NA,NA,NA
"I","4","13","0",NA,"978","698","1","2","1","4","1.6",NA,"1",NA,"41779","1","4","4","6","2.4",NA,NA,NA
"I","4","11","0",NA,"977","707","1","3","2","5","1.6",NA,"1",NA,"41779","1","3","3","7","2",NA,NA,NA
"A","3","53","0",NA,"1006","711","1","1","1","3","1",NA,"0","dry","41779","3",NA,NA,NA,NA,NA,NA,NA
"C","3","73","0",NA,"970","713","1","1","1","3","1","41775","0","dry gray","41780","0",NA,NA,NA,NA,NA,NA,NA
"C","3","41","0",NA,"963","720","1","3","1","5","2.4","41775","0","dry gray","41780","0",NA,NA,NA,NA,NA,NA,NA
"H","3","31","0",NA,"921","722","1","1","2","3","1.4","41774","0","plant gone","41781","0",NA,NA,NA,NA,NA,NA,NA
"M","4","81","0",NA,"871","723","1","2","2","3","2.1","41774","0",NA,"41782","0",NA,NA,NA,NA,NA,"browsed, left tag","1"
"M","4","1","0",NA,"855","729","1","3","1","5","1.4","41774","1","browsed","41782","1","3","1","3","2.5",NA,"resprouting",NA
"C","3","83","0",NA,"972","733","1","2","2","7","2","41775","1",NA,"41780","1","5","4","8","2.6",NA,NA,NA
"J","4","93","0",NA,"914","737","1","2","2","3","1.4","41774","1","tag typo","41781","1","5","4","6","3.5",NA,NA,NA
"L","5","54","0",NA,"946","744","1","1","1","3","1.1","41775","0","dry gray","41780","0",NA,NA,NA,NA,NA,"tag change typo",NA
"H","3","33","0",NA,"922","754","1","4","4","6","0.9","41774","0","dry gray","41781","3",NA,NA,NA,NA,NA,NA,NA
"H","3","61","1",NA,"927","756","1","2","2","5","0.9","41774","1",NA,"41781","1","3","3","6","2.3",NA,NA,NA
"J","4","41","0",NA,"903","757","1","2","3","3","1.5","41774","1",NA,"41781","1","4","4","4","3.6",NA,NA,NA
"L","5","63","0",NA,"948","759","1","3","2","5","1.9","41775","1",NA,"41780","1","4","2","5","2.6",NA,NA,NA
"C","3","13","0",NA,"958","766","1","3","1","8","2.1","41775","1",NA,"41780","1","4","2","7","2.4",NA,NA,NA
"J","4","1","0",NA,"895","767","1","2","2","4","2","41774","1",NA,"41781","1","3","3","5","2.4",NA,NA,NA
"M","4","91","0",NA,"873","792","1","1","1","5","0.5","41774","1",NA,"41782","1","2","1","3","1.4",NA,NA,NA
"C","3","43","0",NA,"964","794","1","3","4","6","3.1","41775","1",NA,"41780","1","6","4","4","3.4",NA,NA,NA
"L","5","91","0",NA,"953","795","1","2","1","6","2.1","41775","1",NA,"41780","1","4","3","5","2.6",NA,NA,NA
"L","5","1","0",NA,"935","797","1","1","2","10","3.1","41775","1",NA,"41780","1","5","3","10","4.3",NA,NA,NA
"G","3","83","0",NA,"892","798","1","2","1","4","0.7","41774","1",NA,"41781","1","4","3","4","1.5",NA,NA,NA
"H","3","81","3",NA,"931","800","1","1","1","5","0.7","41774","1",NA,"41781","1","5","2","6","2.4",NA,NA,NA
"J","4","71","0",NA,"909","809","1","2","3","6","1.5","41774","0","browsed","41781","0",NA,NA,NA,NA,NA,"left tag",NA
"M","4","61","0",NA,"867","810","1","4","2","3","1.8","41774","3","fresh browse","41782","3",NA,NA,NA,NA,NA,"left tag",NA
"C","3","21","0",NA,"959","812","1","2","2","4","2.3","41775","1","resprouting","41780","1","3","1","4","2.5",NA,NA,NA
"M","4","51","0",NA,"865","813","1","3","2","4","0.7","41774","1",NA,"41782","1","2","2","3","1.1",NA,NA,NA
"I","4","33","0",NA,"982","815","1","3","2","7","2.5",NA,"1",NA,"41779","1","4","4","8","2.9",NA,NA,NA
"L","5","71","0",NA,"949","817","1","1","1","5","1.4","41775","1",NA,"41780","1","3","3","5","1.8",NA,NA,NA
"J","4","81","0",NA,"911","818","1","1","1","3","0.7","41774","0","dry gray","41781","0",NA,NA,NA,NA,NA,"seedling coming up next to dead plant, left tag",NA
"G","3","41","0",NA,"883","819","1","2","1","3","1","41774","0","dry","41781","3",NA,NA,NA,NA,NA,NA,NA
"H","3","51","0",NA,"925","824","1","2","2","4","2","41774","1",NA,"41781","1","3","3","6","2.2",NA,NA,NA
"L","5","73","0",NA,"950","825","1","2","1","4","1.4","41775","1",NA,"41780","1","3","3","5","2.2",NA,NA,NA
"A","3","31","0",NA,"1001","826","1","1","3","5","2.6",NA,"1",NA,"41779","1","4","2","5","3",NA,NA,NA
"C","3","61","0",NA,"967","828","1","3","3","5","2.2","41775","1","removal nearby","41780","1","4","3","4","2.4",NA,NA,NA
